Cruise_Start_Date,Incident_Category,Incident_Subcategory,Room_Number,Guest_Type,Status,Department,Reference_Id,Added_Date,Description
2/7/2024,Room ,Balcony Condition,13234P,Regular Guest,Closed-Resolved,Deck,SC-34549890402596057,2/8/2024 13:14,Guest  wanted to open the balcony partition door along with 13230A
2/7/2024,Room ,Balcony Condition,13254S,Regular Guest,Closed-Resolved,Deck,SC-34550428174416808,2/8/2024 13:23,"Guest  wanted to open the balcony partition door along with 13250z, 13246z,13242Z"
2/7/2024,Room ,Balcony Condition,13198P,Regular Guest,Closed-Resolved,Deck,SC-35262975041969894,2/8/2024 13:26,"Guest  wanted to open the balcony partition door along with 13202A, 13198A, 13194A,"
2/7/2024,Room ,Balcony Condition,13094P,Regular Guest,Closed-Resolved,Deck,SC-34550832632012926,2/8/2024 13:29,Guest  wanted to open the balcony partition door along with 13098A
2/7/2024,Room ,Balcony Condition,13222S,Regular Guest,Closed-Resolved,Deck,SC-35263913213159094,2/8/2024 13:33,Guest  wanted to open the balcony partition door along with 13218Z
2/7/2024,Dining Experience ,Survey,8009P,Regular Guest,Closed-Resolved,Restaurant,SC-35263691806985131,2/8/2024 13:33,survey:The food was so so. I wasn't given the side service for the vanilla gelato.
2/7/2024,Room ,Minor Maint Issue,14110P,Regular Guest,Closed-Resolved,Housekeeping,SC-35271024896896204,2/8/2024 13:58,02/08/2024 @1150am AP/FM - FM during general visit found from Mr MArk that he was not happy last night that his room door cannot be opened with his bracelets.  FM requested to know details fact from the sailots.
2/7/2024,Room ,Toilet Not Flushing,12322S,Regular Guest,Closed-Resolved,Housekeeping,SC-34553515150475757,2/8/2024 14:14,Toilet Not Flushing
2/7/2024,Room ,Balcony Condition,13158P,Regular Guest,Closed-Resolved,Guest Services,SC-35267605513944828,2/8/2024 14:15,02/07/24 GSA Barbara: Guest  requested the balcony doors to be opened between 13154A and 13158A
2/7/2024,Room ,Toilet Not Flushing,9182i,Regular Guest,Closed-Resolved,Housekeeping,SC-34510967537252175,2/8/2024 2:25,Toilet Not Flushing
2/7/2024,Excursion Experience ,Overall Experience,12194P,Regular Guest,Closed-Resolved,Excursions,SC-35273331564493889,2/8/2024 14:27,"02/08/24 2pm GSA CC: Guest  sent an SQ message. As per guest ""This 'safari' was anything but. I spent most of my day in a van! I am furious at the false advertising on this shore excursion. I wasted my very first day ever in Key West. I am in tears.""// ""Not to mention, this wasn't cheap! What a total waste of money. And I cannot emphasize this enough - this write-up is 95% false advertising. If I'd known I'd spend four hours in a van, I wouldn't have purchased this excursion.""// "" I'm a wildlife photographer. I was looking forward to a true safari where I'd have a chance to take actual wildlife pics. I got one butterfly and.one bird.""// ""I am devastated."""
2/7/2024,Room ,Shower / Plumbing,10342P,Regular Guest,Closed-Resolved,Housekeeping,SC-35269875956386574,2/8/2024 14:52,Shower / Plumbing
2/7/2024,Room ,Shower / Plumbing,14202S,Regular Guest,Closed-Resolved,Housekeeping,SC-34559800695629310,2/8/2024 15:59,Shower / Plumbing
2/7/2024,Embarkation ,Survey,14130P,Regular Guest,Closed-Resolved,Guest Services,SC-35278942988908165,2/8/2024 16:00,"Q: Welcome Guest ! How did you find coming aboard?, A: 1
Q: Check in process?, A: NA
Q: Vibe at the terminal?, A: NA
Q: Service?, A: NA
Q: Not finished? Tell us everything!, A: NA
"
2/7/2024,Room ,Room Safe,14202S,Regular Guest,Closed-Resolved,Housekeeping,SC-35278331444584857,2/8/2024 16:00,Room Safe
2/7/2024,Room ,TV / Room Controls,12062S,Regular Guest,Closed-Resolved,Housekeeping,SC-34560375336177380,2/8/2024 16:08,TV / Room Controls
2/7/2024,Room ,Shower / Plumbing,10106P,Regular Guest,Cancelled,Housekeeping,SC-35278517583642286,2/8/2024 16:23,Shower / Plumbing
2/7/2024,Bracelet ,Malfunction,14011S,VIP2,Closed-Resolved,Guest Services,SC-35279012629146451,2/8/2024 16:31,"Feb 8th at 16:00 RSM was contacted by SS as Guest  Anna was reporting a bracelet malfunction for the second time. First Guest  Ben's was not working, they went down to SS and had it reprogrammed. Then Guest  Anna's was not working, so she proceeded to SS again to have hers reprogrammed. Upon arriving back Guest  Ben's was not working again. Guest  Ben stayed in the suite and Guest  Anna went back to SS. RSM extended apologies and went to the suite with teh Guest . Ben's bracelet was still not working so RSM deactivated both and then reasigned them. Both bracelets worked again. Apologies extended once more. The Guest  was fine. Bottle of Moet to be sent as a nice gesture. "
2/7/2024,Room ,TV / Room Controls,10150P,Regular Guest,Closed-Resolved,Housekeeping,SC-35279826149721259,2/8/2024 16:45,TV / Room Controls
2/7/2024,Room ,Shower / Plumbing,8026P,Regular Guest,Closed-Resolved,Housekeeping,SC-35277596710116839,2/8/2024 17:13,Shower / Plumbing
2/7/2024,Room ,Shower / Plumbing,9030S,Regular Guest,Closed-Resolved,Housekeeping,SC-35276827572128664,2/8/2024 17:17,Shower / Plumbing
2/7/2024,Medical Event ,Injury,10202S,Regular Guest,Closed-Resolved,Guest Services,SC-35277326189749129,2/8/2024 17:20,As per medical - Guest  was brought to the medical center stating that she slipped while on the gangway and that she fell.
2/7/2024,Downline/Dismissal/Missed Departure,Other,14158P,Regular Guest,Closed-Resolved,Guest Services,SC-34565133396662695,2/8/2024 17:28,"2/8/24 5:27PM GSA VB: Guest  contacted GSA via SQ stating following: Please have the key west port address added to the itinerary or messages. We almost missed our disembarkment because we couldn’t find the ship. We had to run, and as a result got blisters and my partner who has asthma nearly had an asthma attack because we had to run. I eventually found the Mallory square dock but the actual
ship location is several blocks down from this. Please have this added for future cruisers to prevent people from being left behind.GSA extended apologies and asked guest to let us know fir further assistance 

"
2/7/2024,Account/Billing ,Other,8188i,Regular Guest,Closed-Resolved,Accounting,SC-35283987129824134,2/8/2024 18:00,"02/08/24 17:54 GSA AL : Guest  came on SS and requested from GSA to run his card just for 200. GSA looked at his account and realized he has bar tab but he has no method of payment told the guest that if he does not have method of payment he wont be able to use credits . Guest  stated that he dont want to put the card on file because as per him previous time it was held for 14 days. GSA sent message to accounting  for just 200 USD run . GSA received after that message from excursion desks that they couldn't charge the same guest for 200 for behind the scenes . GSA looked at MXP and everything was correct he refreshed the system and it was working for charge. 
GSA made a report."
2/7/2024,Room ,Mini Fridge,10310P,Regular Guest,Closed-Resolved,Housekeeping,SC-35278628367482050,2/8/2024 18:18,Mini Fridge
2/7/2024,Spa/Beauty Salon Experience ,Service Issue,11011P,VIP2,Closed-Resolved,Spa & Beauty  Salon,SC-34568316330998744,2/8/2024 18:21,02/08/2024 16:00 RSA LH: Guest  had a deep tissue massage. She informed RSA that it was not the best experience. 
2/7/2024,Dining Experience ,Issue w Venue Availability,11222P,Regular Guest,Closed-Resolved,Restaurant,SC-35282498457491008,2/8/2024 18:23,"During an evening at the test kitchen, guests arrived for dinner. Although we offered them a window seat for two, they insisted on being seated in a booth. As we were fully booked, we struggled to accommodate this request, but eventually managed to seat them. Despite their demanding and rude behavior, we aimed to provide a welcoming and accommodating experience for all our guests."
2/7/2024,Internet Connection ,Other,9310S,Regular Guest,Closed-Resolved,Guest Services,SC-35238408375996184,2/8/2024 6:32,"2/8/2024 6:29 GSA Bagas : Guest  only have 1 device and would like to connect to the second device but it charged her, guest would like to refund one of them . this case is escalated to HFM."
2/7/2024,Dining Experience ,Service,10011P,VIP2,Closed-Resolved,Restaurant,SC-35288454112969011,2/8/2024 18:39,"02/08/2024 15:30 RSA LH: Guest  had breakfast this morning at 8am, They waited close to one hour for their food, they felt the service was very slow especially since the restaurant was not full at that time. "
2/7/2024,Room ,Air Conditioning,9070P,Regular Guest,Cancelled,Housekeeping,SC-35243372197572008,2/8/2024 6:43,Air Conditioning
2/7/2024,Room ,Shower / Plumbing,9011S,VIP2,Closed-Resolved,Housekeeping,SC-32587372060292332,2/8/2024 18:47,"02/07/2024 16:00 RSA LH: Guest s mentioned their shower has a musty smell, upon arrival. "
2/7/2024,Room ,TV / Room Controls,12050P,Regular Guest,Closed-Resolved,Housekeeping,SC-35287229982336850,2/8/2024 18:48,TV / Room Controls
2/7/2024,Room ,Survey,9011S,VIP2,Closed-Resolved,Housekeeping,SC-35287787774402161,2/8/2024 18:58,"02/08/2024 17:30 RSA LH: Guest  John messaged RSA that his wife, Joyce, bumped her knee on the corner of the bed. "
2/7/2024,Room ,Room Safe,14237P,VIP2,Closed-Resolved,Housekeeping,SC-35284196814980742,2/8/2024 19:03,Room Safe
2/7/2024,Dining Experience ,Food,10202S,Regular Guest,Closed-Resolved,Restaurant,SC-34571140590686746,2/8/2024 19:08,"Guest  had dinner in GB on 02/08 she has been explain the menu and beware that with her allergy to selfish she can't have the chicken nuggets as they might contaminated. Guest  stated that she would be fine. 
RM approach the table and double check with guest, she confirmed her choice. "
2/7/2024,Lost & Found ,Lost Item,8230P,Regular Guest,Closed-Resolved,Guest Services,SC-34571321658348833,2/8/2024 19:11,"02/08/24  17:43 GSA AL : Guest  approached SS desks and was looking for black notebook. GSA took a look but there was nothing to be found , but than guest told GSA that was previous cruise so GSA told guest that he will take a look for them. "
2/7/2024,Dining Experience ,Food,10350S,Regular Guest,Closed-Resolved,Restaurant,SC-32588936394321133,2/8/2024 19:13,"The server noted the allergy in the ticket, but the guest, upon receiving artichoke at the table, claimed there was pepper allergy due to a visible black stain. The Restaurant Manager double-checked with the kitchen, and the chef confirmed no pepper in the artichoke. RM reassured the guest, who seemed unconvinced. Despite RM offering different options, the guest declined. The guest expressed dissatisfaction with subsequent courses, citing cold seabass and unsatisfactory pasta taste. RM offered alternatives, which were declined. "
2/7/2024,Account/Billing ,Bar Credit,10370S,Regular Guest,Closed-Resolved,Guest Services,SC-34528313682670623,2/8/2024 7:14,2/7/24 20:30PM GSA VB: Guest  approached SS stating he should be honored with $200 BT on Seaware or VR nothing showing up.GSA advised guest the case will be documented.
2/7/2024,Room ,Survey,8226S,Regular Guest,Closed-Resolved,Guest Services,SC-35247284947540249,2/8/2024 7:22,"2/8/2024 7:19 GSA Bagas : Guest  came at SS desk and stated that his room mate snore very badly, guest was wondering if he can get another room, GSA inform there will be a charge for room split, GSA offer the sea view $880 for the rest of the cruise. guest refused."
2/7/2024,Room ,Toilet Not Flushing,13210S,Regular Guest,Closed-Resolved,Housekeeping,SC-34528966848352139,2/8/2024 7:25,Toilet Not Flushing
2/7/2024,Account/Billing ,Guest  Credit,8254S,Regular Guest,Closed-Resolved,Guest Services,SC-34572179778760220,2/8/2024 19:25,02/08/24 7:25pm / Guest  is claiming to have around 1000USD Credit on board as the original cruise was cancelled and he rebooked again and it was cancelled for a second time. Guest  shared with us the following screenshot. / Request was sent to solutions. 
2/7/2024,Room ,Shower / Plumbing,12334S,Regular Guest,Closed-Resolved,Housekeeping,SC-35242510092952131,2/8/2024 7:29,Shower / Plumbing
2/7/2024,Embarkation ,Survey,14078S,Regular Guest,Closed-Resolved,Guest Services,SC-35248519587569905,2/8/2024 7:33,"Q: Welcome Guest ! How did you find coming aboard?, A: 1
Q: Check in process?, A: 1
Q: Vibe at the terminal?, A: 2
Q: Service?, A: NA
Q: Not finished? Tell us everything!, A: Reboarding with my family was not welcoming at all.  The contracted Cuban lady at the door didn't seem to understand what DBE was exactly.  Another gentleman came along, said something in her ear, and she scowled at us, and motioned us through.  You can obviously see this on the CCTV if you'd like to review.  This almost had my mother-in-law in tears.  My family over dinner was discussing they think Company Voyages was not the most friendly or respectful.  That has soured the trip so far.
"
2/7/2024,Excursion Experience ,Other,14158P,Regular Guest,Closed-Resolved,Excursions,SC-34572996648862149,2/8/2024 19:39,"02/08/24 5:23pm / GSA approached SS desk giving a feedback about the Cruise port, guest shared they took the excursion The Duval Crawl: Key West's Pub Crawl and they couldn't get back to the ship and they didn't find the information in the maps. Guest  said it would be great if in the App the port information (name/ address) can be added would be great. It took more than 45 minutes to go back to the ship as they were lost and they literally were ran to be back on time. GSA listened carefully and we mentioned this would be shared with the team to follow up properly. "
2/7/2024,Special Request ,Onboard Request Issue,12310S,Regular Guest,Closed-Resolved,Guest Services,SC-35244014308419812,2/8/2024 7:41,"2/8/2024 7:32 GSA Bagas : Guest  called and stated that she spoke to tall young black hair  gentleman in the terminal that they can arrange something special about their anniversary at Pink Agave, because he know the Pink Agave Manager. GSA advised the guest that we are going to check with our team and get back to them accordingly."
2/7/2024,Experience Packages ,Missing Amenitites,14261P,VIP2,Closed-Resolved,Guest Services,SC-34573634009879921,2/8/2024 19:49,Feb 8th at 19:00 RSM received a message from TK's Restaurant Supervisor advising the Guest s arrived in there without reservations and any info regarding our services. The Guest s expressed their frustration in regards to the lack of info towards their perks and services. RSM followed up their RSA who advised they are not responding the chats and are keeping DND mode in the suite for most of the day. 
