Voyage_Start_Date,Incident_Category,Incident_Subcategory,Room_Number,Guest_Type,Status,Department,Reference_Id,Added_Date,Description,Latest_Comment,Resolution_Details
2/7/2024,Account/Billing ,Other,14210Z,Regular Guest,Closed-Resolved,Sailor Services,SC-34490906418000338,2/7/24 8:51 PM,02/07/24 3PM HDA CC: Sailors came to the sailor services stating that they purchased 2 splash of romance but they only see one. Sailors stated that they want to know what happened to the other charged because they paid $400.,"02/07/24 3PM HDA CC: HDA sent a message to the sailor informing her that the refund was processed but it been pending and our team is going to push it so that it reflects on sailors bank account. ""Ahoy Shannon, its Calvin from sailor services. I would like to inform you that we got a response from our shore side team. According to them the other $200 charge was refunded but when they checked they saw it that its a pending refund. They are working on it now so that you can see the $200 reflecting on your account. Have a great night.""",02/07/24 3PM HDA CC: HDA sent a message to the sailor informing her that the refund was processed but it been pending and our team is going to push it so that it reflects on sailors bank account.
2/7/2024,Experience Packages ,Did not meet expectation,8366Z,Regular Guest,Closed-Resolved,Sailor Services,SC-35204615505041864,2/7/24 8:57 PM,"HDA Virgil 8:54PM 2.7- sailor approached ss desk with their friends from 8370A asking to cancel their splash of romance package as their friends was canceled prior to voyage due to some system error. Sailor wanted to have this so they all would have it together. I explained to the sailor that we are unable to cancel this for him. Saying that, his friends were offered spa passes and attendance to cocktail party so they all can go together. Sailor was informed that we are unable to cancel this, however he wanted manager to review it. Their friends related case SC-35186541358327085",HDA Virgil 8:30PM 2.9.24- tried contacting sailor with no response.,"HDA Virgil 7:26PM- Sailor is irresponsive, case is closed unless sailor escalated"
2/7/2024,Internet Connectivity ,Other,9190A,VIP3,Closed-Resolved,Sailor Services,SC-35210438396526900,2/7/24 9:08 PM,02/07/24 @19:00 HDA Barbara: Sailor came to SS saying they have the Premium Wifi included but they only have the option to buy it. Sailor is VIP,"02/07/24 @19:00 HDA Barbara: HDA checked the VIP list, sailor does have premium wifi as perks. Sailor purchased the package and HDA told sailor it will be taken off of his account.",Wi-Fi was deactivated and refunded 
2/7/2024,Account/Billing ,Sailor Loot,13054Z,Regular Guest,Closed-Resolved,Sailor Services,SC-35204940097975926,2/7/24 9:14 PM,02/07/24 8PM HDA CC: Sailors came to the sailor services stating that they are missing $300 SL that they are supposed to have.,"Reply form Solutions - ""this booking was originally an MNVV. Sailors are eligible for $600.00 Sailor loot and $300.00 discount. The promotion fell off when the sailing date was selected. Please honor $600.00 Sailor loot and let the sailor know that we added a $300.00 FVC discount for their new sailing to compensate for the $300.00 discount that was not applied to the current sailing.  It will be applied to Kelly's account. Thank you!""",email sent to accounting to post the credit
2/7/2024,Cabin ,Shower or Sink,14290Z,Regular Guest,Closed-Resolved,Housekeeping,SC-34493310138868186,2/7/24 9:31 PM,Shower or Sink,02/07@10:20pm-DM tried to call sailors as they have a dnd sign but no one picks up the phone for us to check the shower or sink issue,Plumber came and fix
2/7/2024,Account/Billing ,Sailor Loot,11142A,Regular Guest,Closed-Resolved,Sailor Services,SC-34493724213875746,2/7/24 9:38 PM,"02/07/24 5:18PM /  BK 1094860 / Cabin 11142A / Sailor is claiming to have the 50$ promotional. // Solutions update: I was actually about to add because I noticed they do not have DBE on their booking at all. So please honor the DBE, because Christopher is a sea-blazer. 
The $125 (not $50) is what he gets for purchasing a BT. Now, they will get an additional $100 for the DBE. I hope that helps ??",,No further action is required
2/7/2024,Dining Experience ,Issue w Venue Availability,13050A,VIP2,Closed-Resolved,Restaurant,SC-32511320253003175,2/7/24 9:39 PM,Sailors have a reservation for a group of 15 and were seated in PDR2. Sailors refused to sit in two separate tables in PDR and wanted to combined the tables as one long table. ,,"Rm Tetiana apologized and explained that for safety reasons, walking area will be blocked  in case of any emergency and the private dining room will only be for the group. Tables were set for 5 and 10 salors.
"
2/7/2024,Dining Experience ,Issue w Venue Availability,10358A,Regular Guest,Closed-Resolved,Restaurant,SC-35213040057031281,2/7/24 9:42 PM,"Sailors have a reservation for 2, however, they met two more sailors and wanted to join them.  Venue was full at that time and only for tables for 2 were available for reservation.",,"RS apologized and mentioned that they can be accommodated for a table of 4. However, the time will be moved later. Sailors refused and agreed to dine in for 2. "
2/7/2024,Account/Billing ,Sailor Loot,11178M,Regular Guest,Closed-Resolved,Sailor Services,SC-35204694982970498,2/7/24 9:45 PM,"2/7/24 9:45pm HDA - BK 1013271 / Cabin 11178M is claiming to have the 300USD SL MNFV applied to this voyage. Sailor shared with us she has two profiles and when she book this one , the person who assist her ""merged the profiles"" 
Sailor shared with us the following screenshot, checking seaware I found the following . 
Can you be so kind to take a look deeply and advise if we can honor the SL on this currently voyage?  / No update from solutions at this time","02/09/24 11:40am / SQ sent : ""Ahoy Serita, this is Berenice from Sailor Services. According to our head office, in order to take advantage of the promotion for “Future Voyage” you need to provide the number to your First Mater and you call our team on land. The promotion is only eligible for The Sea Terrace and above and this time would not be eligible for current sailing due your booking is for an insider cabin. Hope this information clarify your concern.""",No further action is required 
2/7/2024,Cabin ,Minor Maint Issue,11030A,Regular Guest,Closed-Resolved,Housekeeping,SC-35213119138117255,2/7/24 9:53 PM,Sailor was stuck outside the cabin,,
2/7/2024,Cabin ,Minor Maint Issue,11046A,Regular Guest,Closed-Resolved,Housekeeping,SC-35213180244877021,2/7/24 9:54 PM,The main door was not locking,,
2/7/2024,Cabin ,Survey,5258M,Regular Guest,Closed-Resolved,Housekeeping,SC-34494728618707620,2/7/24 9:54 PM,Sailor reported to SS to clean the cabin,"02/07 @5:30pm-DM spoke with sailors for further information regarding the cleaning of cabin. They mentioned a popsicle stick beside the sofa base which they already cleaned and threw.  Apology was extended to them which they understood, cleaned the cabin thoroughly and offered them bubbles.  Sailors thanked us for the prompt action.  Another issue was the light under the top bunk, aims was created however the cabin is often on a DND status which did not give us the chance to fix it on time.",resolved the issue with sailors confirmation
2/7/2024,Bar Experience ,Survey,12273A,VIP2,Closed-Resolved,Bars,SC-35214643834512346,2/7/24 10:09 PM,"Q: How was your bar experience?, A: 1
Q: Knowledge of the crew?, A: 5
Q: Quality of the drinks?, A: 1
Q: Menu choices?, A: 1
Q: Not finished? Tell us everything!, A: NA
",,"logged for feedback, sailor gave no further details from onboard survey"
2/7/2024,Dining Experience ,Survey,14042M,Regular Guest,Closed-Resolved,Restaurant,SC-34495605732460863,2/7/24 10:09 PM,"Q: How was your dining experience?, A: 1
Q: Quality of the drinks?, A: 5
Q: Menu choices?, A: 5
Q: Vibe of the restaurant?, A: 4
Q: Not finished? Tell us everything!, A: Service wasn’t great. Server kept forgetting to give me my order. Very slow as well. 
","Sailors were approached in GB , apologues for dinner experience. Complimentary Soju were served to the sailors",Sailors very happy with attention 
2/7/2024,Dining Experience ,Survey,12018Z,Regular Guest,Closed-Resolved,Restaurant,SC-35215058986324136,2/7/24 10:16 PM,"Q: How was your dining experience?, A: 3
Q: Menu choices?, A: 3
Q: Vibe of the restaurant?, A: 2
Q: Quality of the food?, A: 3
Q: Not finished? Tell us everything!, A: It was fine. 
",RM Bruno approached Sailors during their dinner in RD. Sailors mentioned the service was great however they were not impressed with the food. RM thanked the Sailors for their feedback.,
2/7/2024,Embarkation ,Survey,11326Z,Regular Guest,Closed-Resolved,Sailor Services,SC-35215310798920998,2/7/24 10:20 PM,"Q: Welcome Sailor! How did you find coming aboard?, A: 2
Q: Luggage handling?, A: 5
Q: Check in process?, A: 5
Q: Vibe at the terminal?, A: 5
Q: Not finished? Tell us everything!, A: NA
",,V log is for documenting purposes and comments were passed to the relevant department 
2/7/2024,Dining Experience ,Food,14018Z,Regular Guest,Closed-Resolved,Restaurant,SC-35213534652745479,2/7/24 10:20 PM,HDA Virgil 10:17PM- Sailor has very severe celiac disease and they are struggling to find any food hat would be non contaminated by gluten. Sailor tried few restaurants however food was contaminated. They would like to speak with someone who can assist them with this matter. Sailor informed me that they are able to meet manager tomorrow (key west). Sailor will be free to meet at around 5PM. ,02/10/24 09:41 HDM attempted to call for a follow up however there was no response,"On 02/08/2024 @ 11:20 am Nicole and Gino visited the Wake for Brunch. QSM Hamed was informed and approached Sailors together with CDP Bilal to ensure proper understanding while taking the order.  Chef Owen was informed and monitored the food preparation.  Sailors were very pleasant with the extra care and attention and they have enjoyed their meal. Nicole and Gino will be having dinner at Gunbea tonight at 18:15, a private table has been booked and leadership has been informed. We will follow up on their dinners on daily basis and we will ensure Sailors will have a great and safe dining experience with us.  Sailors were very grateful and thankful . "
2/7/2024,Cabin ,Cabin Safe,12310A,Regular Guest,Closed-Resolved,Housekeeping,SC-35211444206416360,2/7/24 10:38 PM,Cabin Safe,safe has been opened in front of sailor,safe has been opened
2/7/2024,Account/Billing ,Bar Loot,9354A,Regular Guest,Closed-Resolved,Sailor Services,SC-35208125342270187,2/7/24 10:43 PM,02/07/24 @22:30 HDA Barbara: Sailor came to SS saying they are missing 525$ in BT. ,"HDA Virgil 9:52PM 2.8.24- Sailors approached SS desk to ask about the bar tab situations. I informed them about the response from shoreside, which they were upset about as they never removed it themselves. Apologies were extended to the sailor. As a resolution for the situation sailor was informed that once they spend $200 on deinks we will honor $20 bar tab. Sailor has already spent $200. Email sent to accounting to post $20.","HDA Virgil 9:52PM 2.8.24- Sailors approached SS desk to ask about the bar tab situations. I informed them about the response from shoreside, which they were upset about as they never removed it themselves. Apologies were extended to the sailor. As a resolution for the situation sailor was informed that once they spend $200 on deinks we will honor $20 bar tab. Sailor has already spent $200. Email sent to accounting to post $20. Case is closed unless sailor escalates further"
2/7/2024,Bar Experience ,Survey,8050A,Regular Guest,Closed-Resolved,Bars,SC-34497782292317481,2/7/24 10:45 PM,"Q: How was your bar experience?, A: 2
Q: Quality of the drinks?, A: 3
Q: Menu choices?, A: 3
Q: Service?, A: 3
Q: Not finished? Tell us everything!, A: NA
",,"logged for feedback, sailor gave no further details from onboard survey"
2/7/2024,Cabin ,Vibration,11162Z,Regular Guest,Closed-Resolved,Sailor Services,SC-34497816506075916,2/7/24 10:46 PM,02/07/2024/ HDA IRINA/ 11:21 pm/ Sailors reporting loud music coming from the neighbours. ,"2/9/2024 18:45 DM Linda
DM went to the cabin to meet the sailor but they were not in the cabin. DM called the cabin but there was no response","02/09/2024/ HDA IRINA/ 12:25 pm/ HDA called to the cabin. Sailor, Joel confirmed that his neighbors are not bothering them anymore."
2/7/2024,Dining Experience ,Food,5254A,Regular Guest,Closed-Resolved,Restaurant,SC-35211472330694668,2/7/24 10:51 PM,"Sailor were having dinner in GB on 02/07 the didn't report any allergies to the SV, but by the end of their dinner, when RM was approaching the table, the gentleman asked for information regarding the medical center, he stated his wife is not sure what she is allergic too, but she feel her throat slightly closing. RM spoke to the lady directly and ask them if they would like medical assistance but she stated she was fine. RM informed them they can call medical center from their cabin or call SS and be redirect. ",,Sailor appreciated and reassure RM she was fine. 
2/7/2024,Cabin ,Shower or Sink,10262M,Regular Guest,Closed-Resolved,Housekeeping,SC-35215492621226272,2/7/24 10:53 PM,Shower or Sink,,Sailors said will contact us in morning if still have the issues
